brand,Model,year,number_of_cylinders,engine_capacity_in_liters,engine_type,transmission,mixed_fuel_consumption_per_100_km_l,CO2_emissions_g/km
Ford,Focus,2004,4,1.8,Diesel,Automatic,6.35,
Ford,Galaxy,2010,4,2,Diesel,Manual,6.35,
Ford,Galaxy,2015,4,2,Diesel,Manual,6.35,
Ford,Kuga,2013,4,2,Diesel,Manual,6.35,
Ford,S-Max,2010,4,2,Diesel,Manual,6.35,
Ford,S-Max,2015,4,2,Diesel,Manual,6.35,
Ford,Fiesta,2013,4,1.6,Gasoline,Manual,6.4,
Ford,Tourneo Connect,2013,4,1.8,Diesel,Manual,6.4,
Ford,Tourneo Connect,2020,4,1.8,Diesel,Manual,6.4,
Ford,Mondeo,2003,4,2,Diesel,Manual,6.4,
Ford,Mondeo,2007,4,2,Diesel,Manual,6.4,
Ford,Mondeo,2015,4,2.2,Diesel,Manual,6.4,
Ford,Fiesta,2010,4,1.2,Gasoline,Manual,6.45,
Ford,Fiesta,2020,4,1.6,Gasoline,Manual,6.45,
Ford,Focus,2020,4,1.6,Gasoline,Manual,6.45,
Ford,Fiesta,2002,4,1.8,Diesel,Manual,6.45,
Ford,Mondeo,2003,4,2,Diesel,Manual,6.45,
Ford,Mondeo,2007,4,2,Diesel,Manual,6.45,
Ford,Fiesta,2010,4,1.3,Gasoline,Manual,6.5,
Ford,Tourneo Custom,2020,4,2,Diesel,Manual,6.5,
Ford,Mondeo,2003,4,2,Diesel,Manual,6.5,
Ford,Mondeo,2007,4,2,Diesel,Manual,6.5,
Ford,Fiesta,2020,4,1.5,Gasoline,Manual,6.55,
Ford,C-Max,2015,4,1.6,Gasoline,Manual,6.55,
Ford,Focus,2020,4,1.6,Gasoline,Manual,6.55,
Ford,S-Max,2010,4,1.8,Diesel,Manual,6.55,
Ford,Mondeo,2007,4,2.2,Diesel,Manual,6.55,
Ford,Fiesta,2007,4,1.3,Gasoline,Manual,6.6,
Ford,Tourneo Connect,2009,4,1.8,Diesel,Manual,6.6,
Ford,Ka,2008,4,1.3,Gasoline,Manual,6.65,
Ford,Fiesta,2007,4,1.3,Gasoline,Manual,6.65,
Ford,EcoSport,2019,4,1.5,Gasoline,Manual,6.65,
Ford,C-Max,2015,4,1.6,Gasoline,Manual,6.65,
Ford,Galaxy,2010,4,1.8,Diesel,Manual,6.65,
Ford,Tourneo Connect,2009,4,1.8,Diesel,Manual,6.65,
Ford,Tourneo Connect,2013,4,1.8,Diesel,Manual,6.65,
Ford,Tourneo Connect,2020,4,1.8,Diesel,Manual,6.65,
Ford,Kuga,2013,4,2,Diesel,Manual,6.65,
Ford,Mondeo,2010,4,2.2,Diesel,Manual,6.65,
Ford,Ranger,2018,4,2.2,Diesel,Manual,6.65,
Ford,Fiesta,2007,4,1.3,Gasoline,Manual,6.7,
Ford,Mondeo,2000,4,1.8,Diesel,Manual,6.7,
Ford,Tourneo Connect,2013,4,1.8,Diesel,Manual,6.7,
Ford,Tourneo Connect,2020,4,1.8,Diesel,Manual,6.7,
Ford,Tourneo Custom,2020,4,2,Diesel,Manual,6.7,
Ford,Mondeo,2010,4,2,Diesel,Manual,6.7,
Ford,Tourneo Custom,2020,4,2.2,Diesel,Manual,6.7,
Ford,Fiesta,2007,4,1.2,Gasoline,Manual,6.75,
Ford,Ka,2008,4,1.3,Gasoline,Manual,6.75,
Ford,Kuga,2013,4,2,Diesel,Manual,6.75,
Ford,S-Max,2010,4,2,Diesel,Manual,6.75,
Ford,Mondeo,2007,4,2.2,Diesel,Manual,6.75,
Ford,C-Max,2015,4,1.6,Gasoline,Manual,6.8,
Ford,Mondeo,2015,4,1.6,Gasoline,Manual,6.8,
Ford,Escort,2000,4,1.8,Diesel,Manual,6.8,
Ford,Fiesta,2007,4,1.4,Gasoline,Manual,6.85,
Ford,EcoSport,2020,3,1.5,Gasoline,Manual,6.85,
Ford,Mondeo,2000,4,1.8,Diesel,Manual,6.85,
Ford,Tourneo Connect,2009,4,1.8,Diesel,Manual,6.85,
Ford,Galaxy,2010,4,2,Diesel,Manual,6.85,
Ford,Fiesta,1996,4,1.3,Gasoline,Automatic,6.9,
Ford,Fusion,2005,4,1.4,Gasoline,Manual,6.9,
Ford,Fusion,2012,4,1.4,Gasoline,Manual,6.9,
Ford,Fiesta,1996,4,1.4,Gasoline,Manual,6.9,
Ford,Focus,2008,4,1.6,Gasoline,Manual,6.9,
Ford,Escort,2000,4,1.8,Diesel,Manual,6.9,
Ford,Galaxy,2006,4,1.9,Diesel,Manual,6.9,
Ford,Fusion,2012,4,1.2,Gasoline,Manual,6.95,
Ford,Fiesta,2010,4,1.4,Gasoline,Manual,6.95,
Ford,Fiesta,2010,4,1.6,Gasoline,Manual,6.95,
Ford,Kuga,2020,4,1.6,Gasoline,Manual,6.95,
Ford,Galaxy,2006,4,1.9,Diesel,Manual,6.95,
Ford,S-Max,2015,4,2.2,Diesel,Manual,6.95,
Ford,Fiesta,2010,4,1.4,Gasoline,Automatic,7,
Ford,Fiesta,2013,4,1.4,Gasoline,Automatic,7,
Ford,Focus,2007,4,1.4,Gasoline,Automatic,7,
Ford,Focus,2007,4,1.4,Gasoline,Manual,7,
Ford,Puma,2001,4,1.4,Gasoline,Manual,7,
Ford,Fiesta,2010,4,1.4,Gasoline,Automatic,7,
Ford,C-Max,2015,4,1.6,Gasoline,Manual,7,
Ford,Fiesta,2010,4,1.6,Gasoline,Manual,7,
Ford,Escort,2000,4,1.8,diesel,Manual,7,
Ford,Galaxy,2000,4,1.9,Diesel,Manual,7,
Ford,Focus,2004,4,2,Gasoline,Manual,7,
Ford,Focus,2004,4,1.4,Gasoline,Manual,7.05,
Ford,Focus,2008,4,1.4,Gasoline,Automatic,7.05,
Ford,Focus,2008,4,1.4,Gasoline,Manual,7.05,
Ford,Focus,2011,4,1.4,Gasoline,Manual,7.05,
Ford,Focus,2008,4,1.6,Gasoline,Automatic,7.05,
Ford,Focus,2008,4,1.6,Gasoline,Manual,7.05,
Ford,Focus,2011,4,1.6,Gasoline,Manual,7.05,
Ford,Focus,2004,4,1.8,Gasoline,Automatic,7.05,
Ford,Galaxy,2006,4,1.9,Diesel,Manual,7.05,
Ford,Mondeo,2015,4,2.2,Diesel,Automatic,7.05,
Ford,Ranger,2018,4,2.2,Diesel,Manual,7.05,
Ford,Focus,2004,4,1.4,Gasoline,Manual,7.1,
Ford,Focus,2007,4,1.4,Gasoline,Automatic,7.1,
Ford,Focus,2007,4,1.4,Gasoline,Manual,7.1,
Ford,Fusion,2012,4,1.4,Gasoline,Manual,7.1,
Ford,C-Max,2007,4,1.6,Gasoline,Manual,7.1,
Ford,Fiesta,2013,4,1.6,Gasoline,Manual,7.1,
Ford,Focus,2008,4,1.6,Gasoline,Manual,7.1,
Ford,Focus,2011,4,1.6,Gasoline,Manual,7.1,
Ford,Fusion,2005,4,1.6,Gasoline,Manual,7.1,
Ford,Fusion,2012,4,1.6,Gasoline,Manual,7.1,
Ford,Tourneo Custom,2020,4,2,Diesel,Automatic,7.1,
Ford,S-Max,2010,4,2.2,Diesel,Manual,7.1,
Ford,Tourneo Custom,2020,4,2.2,Diesel,Manual,7.1,
Ford,Fiesta,2000,4,1.3,Gasoline,Manual,7.15,
Ford,Focus,2007,4,1.4,Gasoline,Automatic,7.15,
Ford,Focus,2007,4,1.4,Gasoline,Manual,7.15,
Ford,EcoSport,2019,4,1.6,Gasoline,Manual,7.15,
Ford,Fiesta,2007,4,1.6,Gasoline,Automatic,7.15,
Ford,Fiesta,2007,4,1.6,Gasoline,Manual,7.15,
Ford,Escort,2000,4,1.8,Diesel,Manual,7.15,
Ford,Ranger,2018,4,2.2,Diesel,Manual,7.15,
Ford,Fiesta,1996,4,1.4,Gasoline,Manual,7.2,
Ford,Fiesta,1996,4,1.4,Gasoline,Automatic,7.2,
Ford,C-Max,2015,4,1.6,Gasoline,Manual,7.2,
Ford,Sierra,1993,4,1.6,Gasoline,Manual,7.2,
Ford,Galaxy,2000,4,1.9,Diesel,Manual,7.2,
Ford,Galaxy,2010,4,2.2,Diesel,Manual,7.2,
Ford,Fiesta,2000,4,1.2,Gasoline,Manual,7.25,
Ford,Fiesta,2002,4,1.4,Gasoline,Manual,7.25,
Ford,Fusion,2012,4,1.6,Gasoline,Manual,7.25,
Ford,Tourneo Custom,2020,4,2.2,Diesel,Manual,7.25,
Ford,Escape,2012,4,2.5,Hybrid,Automatic,7.25,
Ford,Fiesta,2002,4,1.3,Gasoline,Manual,7.3,
Ford,Focus,2004,4,1.4,Gasoline,Automatic,7.3,
Ford,C-Max,2007,4,1.6,Gasoline,Manual,7.3,
Ford,C-Max,2010,4,1.6,Gasoline,Manual,7.3,
Ford,Focus,2004,4,1.6,Gasoline,Automatic,7.3,
Ford,Focus,2004,4,1.6,Gasoline,Manual,7.3,
Ford,Mondeo,2015,4,1.6,Gasoline,Manual,7.3,
Ford,Sierra,1993,4,1.8,Gasoline,Manual,7.3,
Ford,Focus,2015,4,2,Gasoline,Manual,7.3,
Ford,Ranger,2018,4,2.2,Diesel,Manual,7.3,
Ford,C-Max,2015,4,1.6,Gasoline,Manual,7.35,
Ford,Fiesta,2013,4,1.6,Gasoline,Manual,7.35,
Ford,Focus,2004,4,1.6,Gasoline,Manual,7.35,
Ford,Sierra,1993,4,1.8,Gasoline,Manual,7.35,
Ford,Escape,2012,4,2.3,Hybrid,Automatic,7.35,
Ford,Focus,2004,4,1.6,Gasoline,Manual,7.4,
Ford,Fiesta,1996,4,1.4,Gasoline,Manual,7.45,
Ford,Focus,2020,4,1.5,Gasoline,Automatic,7.45,
Ford,Fiesta,2000,4,1.3,Gasoline,Manual,7.5,
Ford,Fiesta,1996,4,1.4,Gasoline,Manual,7.5,
Ford,EcoSport,2020,3,1.5,Gasoline,Automatic,7.5,
Ford,Escort,1995,4,1.6,Gasoline,Manual,7.5,
Ford,Focus,2004,4,1.6,Gasoline,Automatic,7.5,
Ford,Focus,2004,4,1.6,Gasoline,Manual,7.5,
Ford,Puma,2001,4,1.6,Gasoline,Manual,7.5,
Ford,Focus,2004,4,1.6,Gasoline,Automatic,7.5,
Ford,Focus,2004,4,1.6,Gasoline,Manual,7.5,
Ford,Puma,2001,4,1.7,Gasoline,Manual,7.5,
Ford,Focus,2004,4,2,Gasoline,Manual,7.5,
Ford,Sierra,1993,4,2,Gasoline,Manual,7.5,
Ford,Fiesta,2000,4,1.2,Gasoline,Automatic,7.55,
Ford,Fiesta,2002,4,1.2,Gasoline,Automatic,7.55,
Ford,Fiesta,2002,4,1.2,Gasoline,Manual,7.55,
Ford,Fiesta,2002,4,1.3,Gasoline,Automatic,7.55,
Ford,Fiesta,2002,4,1.3,Gasoline,Manual,7.55,
Ford,S-Max,2015,4,1.6,Gasoline,Manual,7.55,
Ford,Sierra,1993,4,1.8,Gasoline,Automatic,7.55,
Ford,Focus,2008,4,1.8,Gasoline,Automatic,7.55,
Ford,Focus,2008,4,1.8,Gasoline,Manual,7.55,
Ford,Focus,2011,4,1.8,Gasoline,Manual,7.55,
Ford,Sierra,1993,4,2,Gasoline,Manual,7.55,
Ford,Focus,2008,4,1.6,Gasoline,Manual,7.6,
Ford,Sierra,1993,4,1.8,Gasoline,Automatic,7.6,
Ford,C-Max,2007,4,1.8,Gasoline,Manual,7.6,
Ford,C-Max,2010,4,1.8,Gasoline,Manual,7.6,
Ford,Focus,2008,4,1.8,Gasoline,Manual,7.6,
Ford,Focus,2008,4,2,Gasoline,Manual,7.6,
Ford,Focus,2008,4,2,Gasoline,Automatic,7.6,
Ford,Focus,2011,4,2,Gasoline,Manual,7.6,
Ford,S-Max,2015,4,2.2,Diesel,Automatic,7.6,
Ford,Fiesta,2013,4,1.4,Gasoline,Manual,7.65,
Ford,Fiesta,2020,4,1.4,Gasoline,Manual,7.65,
Ford,Mondeo,2000,4,1.6,Gasoline,Manual,7.65,
Ford,Sierra,1993,4,1.6,Gasoline,Manual,7.65,
Ford,Sierra,1993,4,1.8,Gasoline,Manual,7.7,
Ford,Galaxy,2015,4,2,Diesel,Automatic,7.7,
Ford,Mondeo,2010,4,2,Diesel,Automatic,7.7,
Ford,Mondeo,2015,4,2,Diesel,Automatic,7.7,
Ford,S-Max,2010,4,2,Diesel,Automatic,7.7,
Ford,C-Max,2010,4,2,Gasoline,Manual,7.7,
Ford,Fiesta,2002,4,1.6,Gasoline,Manual,7.75,
Ford,Fiesta,1996,4,1.6,Gasoline,Manual,7.75,
Ford,Sierra,1993,4,2,Gasoline,Manual,7.75,
Ford,Sierra,1993,4,2,Gasoline,Automatic,7.75,
Ford,Focus,2015,4,2,Gasoline,Manual,7.75,
Ford,Focus,2007,4,1.6,Gasoline,Automatic,7.8,
Ford,Focus,2007,4,1.6,Gasoline,Manual,7.8,
Ford,Mondeo,2010,4,1.6,Gasoline,Manual,7.8,
Ford,Fiesta,1996,4,1.6,Gasoline,Manual,7.8,
Ford,Mondeo,1996,4,1.6,Gasoline,Manual,7.8,
Ford,Escort,2000,4,1.8,Gasoline,Manual,7.8,
Ford,Mondeo,2007,4,1.8,Gasoline,Manual,7.8,
Ford,C-Max,2007,4,2,Gasoline,Manual,7.8,
Ford,Sierra,1993,4,2,Gasoline,Automatic,7.8,
Ford,Sierra,1993,4,2,Gasoline,Manual,7.8,
Ford,C-Max,2007,4,2,Gasoline,Manual,7.8,
Ford,C-Max,2010,4,2,Gasoline,Manual,7.8,
Ford,Scorpio,1992,4,2.5,Diesel,Manual,7.8,
Ford,Fiesta,2000,4,1.4,Gasoline,Manual,7.85,
Ford,Escort,1995,4,1.6,Gasoline,Manual,7.85,
Ford,Focus,2007,4,1.6,Gasoline,Automatic,7.85,
Ford,Focus,2007,4,1.6,Gasoline,Manual,7.85,
Ford,Mondeo,2000,4,1.6,Gasoline,Manual,7.85,
Ford,S-Max,2010,4,2,Diesel,Automatic,7.85,
Ford,Sierra,1993,4,1.8,Gasoline,Manual,7.9,
Ford,Probe,1998,4,2,Gasoline,Manual,7.9,
Ford,Mondeo,2020,4,2,Gasoline,Automatic,7.9,
Ford,Mondeo,2020,4,2,Gasoline,Manual,7.9,
Ford,Focus,2004,4,1.8,Gasoline,Manual,7.95,
Ford,Galaxy,2010,4,2,Diesel,Automatic,7.95,
Ford,Tourneo,2013,4,2.2,Diesel,Manual,7.95,
Ford,Scorpio,1992,4,2.5,Diesel,Manual,7.95,
Ford,Scorpio,1994,4,2.5,Diesel,Manual,7.95,
Ford,Fiesta,2007,4,1.6,Gasoline,Automatic,8,
Ford,Fiesta,2010,4,1.6,Gasoline,Automatic,8,
Ford,Mondeo,2010,4,1.6,Gasoline,Manual,8,
Ford,Fiesta,1996,4,1.8,Gasoline,Manual,8,
Ford,Mondeo,2007,4,1.8,Gasoline,Manual,8,
Ford,Focus,2004,4,2,Gasoline,Manual,8,
Ford,Mondeo,2003,4,2,Diesel,Automatic,8,
Ford,Mondeo,2007,4,2,Diesel,Automatic,8,
Ford,Focus,2008,4,1.6,Gasoline,Automatic,8.05,
Ford,Focus,2011,4,1.6,Gasoline,Automatic,8.05,
Ford,Fiesta,1996,4,1.8,Gasoline,Manual,8.05,
Ford,Focus,2004,4,2,Gasoline,Automatic,8.05,
Ford,Focus,2004,4,2,Gasoline,Manual,8.05,
Ford,Focus,2004,4,2,Gasoline,Automatic,8.05,
Ford,Focus,2004,4,2,Gasoline,Manual,8.05,
Ford,Mondeo,2007,4,2,Diesel,Automatic,8.05,
Ford,Fiesta,2007,4,2,Gasoline,Manual,8.05,
Ford,Fiesta,2010,4,2,Gasoline,Manual,8.05,
Ford,Fiesta ST,2005,4,2,Gasoline,Manual,8.05,
Ford,Fiesta ST,2008,4,2,Gasoline,Manual,8.05,
Ford,Tourneo,2013,4,2.2,Diesel,Manual,8.05,
Ford,Sierra,1993,4,1.6,Gasoline,Manual,8.1,
Ford,Sierra,1993,4,1.8,Gasoline,Automatic,8.1,
Ford,Focus,2004,4,1.8,Gasoline,Automatic,8.1,
Ford,Focus,2004,4,1.8,Gasoline,Manual,8.1,
Ford,Galaxy,2000,4,1.9,Diesel,Automatic,8.1,
Ford,Escape,2007,4,2.3,Hybrid,Automatic,8.1,
Ford,Scorpio,1994,4,2.5,Diesel,Manual,8.1,
Ford,Focus,2008,4,1.6,Gasoline,Automatic,8.15,
Ford,Focus,2004,4,1.8,Gasoline,Automatic,8.15,
Ford,Focus,2004,4,1.8,Gasoline,Manual,8.15,
Ford,Sierra,1993,4,2,Gasoline,Manual,8.35,
Ford,Contour,2000,4,2,Gasoline,Automatic,8.4,
Ford,Scorpio,1992,4,2,Gasoline,Automatic,8.4,
Ford,Mondeo,2015,4,2,Gasoline,Manual,8.4,
Ford,Escape,2012,4,2.3,Hybrid,Automatic,8.4,
Ford,Escape,2012,4,2.5,Hybrid,Automatic,8.4,
Ford,Fiesta,1996,4,1.6,Gasoline,Manual,8.45,
Ford,Focus,2007,4,1.8,Gasoline,Automatic,8.45,
Ford,Focus,2007,4,1.8,Gasoline,Manual,8.45,
Ford,Mondeo,2003,4,1.8,Gasoline,Manual,8.45,
Ford,Mondeo,2007,4,1.8,Gasoline,Manual,8.45,
Ford,Scorpio,1992,4,2,Gasoline,Manual,8.45,
Ford,Sierra,1993,4,2,Gasoline,Manual,8.45,
Ford,Mustang,2020,4,2.3,Gasoline,Manual,8.45,
Ford,Focus,2004,4,1.4,Gasoline,Manual,8.5,
Ford,Focus,2004,4,1.4,Gasoline,Automatic,8.5,
Ford,Focus,2004,4,1.6,Gasoline,Automatic,8.5,
Ford,Ka,2008,4,1.6,Gasoline,Manual,8.5,
Ford,Mondeo,2000,4,1.8,Gasoline,Manual,8.5,
Ford,Mondeo,2003,4,1.8,Gasoline,Manual,8.5,
Ford,Mondeo,2007,4,1.8,Gasoline,Manual,8.5,
Ford,Cougar,2002,4,2,Gasoline,Manual,8.5,
Ford,Focus,2004,4,2,Gasoline,Automatic,8.5,
Ford,Scorpio,1992,4,2,Gasoline,Automatic,8.5,
Ford,Focus,2004,4,2.3,Gasoline,Manual,8.5,
Ford,Focus,2007,4,2.3,Gasoline,Manual,8.5,
Ford,Kuga,2020,4,1.5,Gasoline,Automatic,8.55,
Ford,Kuga,2020,4,1.5,Gasoline,Automatic,8.55,
Ford,Escort,2000,4,1.6,Gasoline,Manual,8.55,
Ford,Escort,2000,4,1.6,Gasoline,Automatic,8.55,
Ford,Escort,2000,4,1.6,Gasoline,Manual,8.55,
Ford,Mondeo,2003,4,1.8,Gasoline,Manual,8.55,
Ford,Mondeo,2007,4,1.8,Gasoline,Manual,8.55,
Ford,Scorpio,1992,4,2,Gasoline,Manual,8.55,
Ford,Scorpio,1992,4,2,Gasoline,Automatic,8.6,
Ford,Scorpio,1992,4,2,Gasoline,Manual,8.6,
Ford,Mondeo,2010,4,2,Gasoline,Manual,8.6,
Ford,Mondeo,2015,4,2,Gasoline,Manual,8.6,
Ford,Ranger,2015,4,2.2,Diesel,Manual,8.6,
Ford,Sierra,1993,4,1.6,Gasoline,Manual,8.65,
Ford,Escape,2015,4,1.6,Gasoline,Automatic,8.65,
Ford,Escort,2000,4,1.8,Gasoline,Manual,8.65,
Ford,Mondeo,2000,4,1.8,Gasoline,Manual,8.65,
Ford,Mondeo,2003,4,1.8,Gasoline,Manual,8.65,
Ford,Mondeo,2007,4,1.8,Gasoline,Manual,8.65,
Ford,Focus,2008,4,2,Gasoline,Automatic,8.65,
Ford,Focus,2011,4,2,Gasoline,Automatic,8.65,
Ford,Mustang,2020,4,2.3,Gasoline,Manual,8.65,
Ford,Mondeo,2003,4,2,Gasoline,Manual,8.7,
Ford,Mondeo,2007,4,2,Gasoline,Manual,8.7,
Ford,S-Max,2010,4,2,Gasoline,Manual,8.7,
Ford,Probe,1993,4,2.2,Gasoline,Manual,8.7,
Ford,Escape,2007,4,2.3,Hybrid,Automatic,8.7,
Ford,Escort,2000,4,1.6,Gasoline,Manual,8.75,
Ford,Fiesta,2007,4,1.6,Gasoline,Manual,8.75,
Ford,Escort,2000,4,1.8,Gasoline,Manual,8.75,
Ford,Scorpio,1992,4,1.8,Gasoline,Manual,8.75,
Ford,Mondeo,2003,4,1.8,Gasoline,Manual,8.75,
Ford,Mondeo,2007,4,1.8,Gasoline,Manual,8.75,
Ford,C-Max,2007,4,2,Gasoline,Automatic,8.75,
Ford,Sierra,1993,4,2,Gasoline,Manual,8.75,
Ford,Scorpio,1992,4,2,Gasoline,Automatic,8.75,
Ford,Scorpio,1992,4,2,Gasoline,Manual,8.75,
Ford,Scorpio,1994,4,2,Gasoline,Automatic,8.75,
Ford,Scorpio,1994,4,2,Gasoline,Manual,8.75,
Ford,Sierra,1993,4,2,Gasoline,Manual,8.75,
Ford,C-Max,2010,4,2,Gasoline,Automatic,8.75,
Ford,Ranger,2018,5,3.2,Diesel,Manual,8.75,
Ford,Focus,2004,4,1.8,Gasoline,Automatic,8.8,
Ford,Mondeo,2000,4,2,Gasoline,Manual,8.8,
Ford,Mondeo,2020,4,2,Gasoline,Automatic,8.8,
Ford,S-Max,2015,4,2,Gasoline,Manual,8.8,
Ford,Kuga,2020,4,2.5,Gasoline,Automatic,8.8,
Ford,Mondeo,2020,4,2.5,Gasoline,Automatic,8.8,
Ford,Kuga,2020,4,2.5,Gasoline,Automatic,8.8,
Ford,Fiesta,2010,4,1.6,Gasoline,Manual,8.85,
Ford,Sierra,1993,4,2,Gasoline,Manual,8.85,
Ford,Scorpio,1994,4,2,Gasoline,Automatic,8.85,
Ford,Scorpio,1994,4,2,Gasoline,Manual,8.85,
Ford,Galaxy,2010,4,2,Gasoline,Manual,8.85,
Ford,Galaxy,2015,4,2,Gasoline,Manual,8.85,
Ford,Mondeo,2020,4,2,Gasoline,Automatic,8.85,
Ford,S-Max,2015,4,2,Gasoline,Manual,8.85,
Ford,Ranger,2018,5,3.2,Diesel,Manual,8.85,
Ford,Fiesta,2010,4,1.6,Gasoline,Manual,8.9,
Ford,Sierra,1993,4,2,Gasoline,Manual,8.9,
Ford,Mondeo,2003,4,2,Gasoline,Manual,8.9,
Ford,Mondeo,2007,4,2,Gasoline,Manual,8.9,
Ford,Scorpio,1998,4,2.5,Diesel,Manual,8.9,
Ford,Ranger,2009,4,2.5,Diesel,Manual,8.9,
Ford,Tourneo Connect,2009,4,1.8,Gasoline,Manual,8.95,
Ford,EcoSport,2019,4,2,Gasoline,Manual,8.95,
Ford,Mondeo,2020,4,2,Hybrid,Automatic,8.95,
Ford,Escape,2012,4,2.3,Gasoline,Automatic,8.95,
Ford,Mondeo,2020,4,2.5,Gasoline,Automatic,8.95,
Ford,Escape,2020,4,1.5,Gasoline,Automatic,9,
Ford,Fiesta,2010,4,1.6,Gasoline,Manual,9,
Ford,Mondeo,2000,4,1.8,Gasoline,Manual,9,
Ford,Tempo,1995,4,2.3,Gasoline,Automatic,9,
Ford,Tempo,1995,4,2.3,Gasoline,Manual,9,
Ford,Tempo,1994,4,2.3,Gasoline,Manual,9,
Ford,Tempo,1994,4,2.3,Gasoline,Automatic,9,
Ford,Tempo,1994,4,2.3,Gasoline,Manual,9,
Ford,Mustang,2005,6,3.8,Gasoline,Manual,9,
Ford,Mustang,2005,6,3.8,Gasoline,Manual,9,
Ford,C-Max,2015,4,1.6,Gasoline,Manual,9.05,
Ford,Mondeo,2003,4,2,Gasoline,Manual,9.05,
Ford,Mondeo,2007,4,2,Gasoline,Manual,9.05,
Ford,Taurus,2020,4,2,Gasoline,Automatic,9.05,
Ford,Scorpio,1998,4,2.5,Diesel,Manual,9.05,
Ford,Scorpio,1998,4,2.5,diesel,Manual,9.05,
Ford,Taurus,1991,6,3,Gasoline,Manual,9.05,
Ford,Taurus,1995,6,3,Gasoline,Manual,9.05,
Ford,Fiesta,2010,4,1.6,Gasoline,Manual,9.1,
Ford,Mondeo,2000,4,2,Gasoline,Manual,9.1,
Ford,Ranger,2006,4,2.5,Diesel,Manual,9.1,
Ford,Fiesta,2010,4,1,Gasoline,Manual,9.15,
Ford,EcoSport,2020,4,2,Gasoline,Automatic,9.15,
Ford,Escape,2015,4,2.5,Gasoline,Automatic,9.15,
Ford,Escort,1995,4,1.8,Gasoline,Manual,9.2,
Ford,Focus,2007,4,2,Gasoline,Automatic,9.2,
Ford,Focus,2004,4,2,Gasoline,Automatic,9.2,
Ford,Focus,2004,4,2,Gasoline,Manual,9.2,
Ford,Scorpio,1998,4,2,Gasoline,Automatic,9.2,
Ford,Fiesta,2010,4,1.6,Gasoline,Manual,9.25,
Ford,Escape,2015,4,1.6,Gasoline,Automatic,9.25,
Ford,Focus,2004,4,2,Gasoline,Manual,9.25,
Ford,Scorpio,1992,4,2,Gasoline,Automatic,9.25,
Ford,Scorpio,1998,4,2,Gasoline,Manual,9.25,
Ford,Escape,2015,4,2,Gasoline,Automatic,9.25,
Ford,Escort,2000,4,1.4,Gasoline,Manual,9.3,
Ford,Escort,2000,4,1.4,Gasoline,Manual,9.3,
Ford,Escort,2000,4,1.4,Gasoline,Manual,9.3,
Ford,Fiesta,2010,4,2,Gasoline,Manual,9.3,
Ford,Ranger,2006,4,2.5,Diesel,Manual,9.3,
Ford,Ranger,2018,5,3.2,Diesel,Automatic,9.3,
Ford,Ranger,2009,4,2.5,Diesel,Manual,9.35,
Ford,Ranger,2011,4,2.5,Diesel,Manual,9.35,
Ford,Ranger,2011,4,3,Diesel,Manual,9.35,
Ford,Focus,2007,4,2,Gasoline,Automatic,9.4,
Ford,Focus,2007,4,2,Gasoline,Manual,9.4,
Ford,Scorpio,1998,4,2,Gasoline,Automatic,9.4,
Ford,Escape,2020,4,2,Gasoline,Automatic,9.4,
Ford,Taurus,1995,6,3,Gasoline,Automatic,9.4,
Ford,Escort,1995,4,1.8,Gasoline,Manual,9.45,
Ford,Scorpio,1998,4,2,Gasoline,Manual,9.45,
Ford,Scorpio,1992,6,2.4,Gasoline,Manual,9.45,
Ford,Focus,2007,4,2,Gasoline,Automatic,9.5,
Ford,Focus,2007,4,2,Gasoline,Manual,9.5,
Ford,Scorpio,1992,4,2,Gasoline,Manual,9.5,
Ford,Sierra,1993,4,2,Gasoline,Automatic,9.5,
Ford,Sierra,1993,4,2,Gasoline,Automatic,9.5,
Ford,Tempo,1995,4,2.3,Gasoline,Automatic,9.5,
Ford,Tempo,1995,4,2.3,Gasoline,Manual,9.5,
Ford,Tempo,1994,4,2.3,Gasoline,Automatic,9.5,
Ford,Tempo,1994,4,2.3,Gasoline,Manual,9.5,
Ford,Tempo,1995,6,3,Gasoline,Manual,9.5,
Ford,Escape,2020,4,1.5,Gasoline,Automatic,9.55,
Ford,Escape,2012,4,2.3,Gasoline,Manual,9.55,
Ford,Escape,2012,4,2.5,Gasoline,Manual,9.55,
Ford,Probe,1998,6,2.5,Gasoline,Manual,9.55,
Ford,Scorpio,1992,6,2.4,Gasoline,Automatic,9.6,
Ford,Escort,1995,4,1.8,Gasoline,Manual,9.65,
Ford,Tourneo Connect,2009,4,1.8,Gasoline,Manual,9.65,
Ford,Mondeo,2000,4,2,Gasoline,Automatic,9.65,
Ford,Edge,2019,4,2,Gasoline,Automatic,9.65,
Ford,Maverick,1996,4,2.7,Diesel,Manual,9.65,
Ford,Ranger,2009,4,3,Diesel,Manual,9.65,
Ford,Escort,1995,4,1.8,Gasoline,Manual,9.7,
Ford,Fiesta,2010,4,2,Gasoline,Manual,9.7,
Ford,Mustang,2020,4,2.3,Gasoline,Manual,9.7,
Ford,Scorpio,1992,6,2.4,Gasoline,Automatic,9.75,
Ford,Scorpio,1994,6,2.4,Gasoline,Automatic,9.75,
Ford,Focus,2007,4,1.6,Gasoline,Automatic,9.8,
Ford,Focus,2007,4,1.6,Gasoline,Manual,9.8,
Ford,Focus,2007,4,2,Gasoline,Manual,9.8,
